Unique ID,Card Name,Card Type,Card Stage,Rarity,Set,Series,Count,Image URL
495,Palossand GX,Fighting,Stage 1,RR,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_82.png
496,Meditite,Fighting,Basic,C,"UNM, Unified Minds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_109.png
497,Medicham,Fighting,Stage 1,R,"UNM, Unified Minds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_110.png
498,Cubone,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,8,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_90.png
499,Marowak,Fighting,Stage 1,R,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_91.png
500,Crabrawler,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_104.png
501,Crabominable,Fighting,Stage 1,R,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_105.png
502,Wooper,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_96.png
503,Quagsire,Fighting,Stage 1,R,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_97.png
504,Sandshrew,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_83.png
505,Onix,Fighting,Basic,C,"LOT, Lost Thunder",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_109.png
506,Onix,Fighting,Basic,C,"CES, Celestial Storm",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_71.png
507,Rhyhorn,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_93.png
508,Rhyhorn,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_92.png
509,Rhydon,Fighting,Stage 1,U,"UNB, Unbroken Bonds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_94.png
510,Rhyperior,Fighting,Stage 2,R,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_95.png
511,Passimian,Fighting,Basic,U,"SUM, Sun & Moon",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM1/SM1_EN_73.png
512,Passimian,Fighting,Basic,C,"UPR, Ultra Prism",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM5/SM5_EN_70.png
513,Gligar,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_98.png
514,Gliscor,Fighting,Stage 1,U,"UNB, Unbroken Bonds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_99.png
515,Baltoy,Fighting,Basic,C,"CES, Celestial Storm",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_78.png
516,Claydol,Fighting,Stage 1,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_79.png
517,Carbink,Fighting,Basic,C,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_117.png
518,Sudowoodo,Fighting,Basic,U,"LOT, Lost Thunder",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_110.png
519,Stufful,Fighting,Basic,C,"CIN, Crimson Invasion",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM4/SM4_EN_55.png
520,Riolu,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_102.png
521,Stakataka,Fighting,Basic,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_106.png
522,Regirock,Fighting,Basic,R,"CES, Celestial Storm",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_80.png
523,Landorus,Fighting,Basic,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_103.png
524,Minior,Fighting,Basic,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_83.png
525,Breloom,Fighting,Stage 1,U,"UNM, Unified Minds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_108.png
526,Onix,Fighting,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_103.png
527,Steelix,Fighting,Stage 1,R,"UNM, Unified Minds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_104.png
528,Lucario,Fighting,Stage 1,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_117.png
529,Relicanth,Fighting,Basic,U,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_111.png
530,Meloetta,Fighting,Basic,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_123.png
531,Cubone,Fighting,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_105.png
532,Archen,Fighting,Stage 1,U,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_120.png
533,Riolu,Fighting,Basic,C,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_102.png
534,Passimian,Fighting,Basic,R,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_88.png
535,Sandy Shocks ex,Fighting,Basic,RR,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_108.png
536,Iron Boulder ex,Fighting,Basic,RR,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_192.png
537,Mienfoo,Fighting,Basic,C,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_96.png
538,Crabrawler,Fighting,Basic,C,"CRE, Chilling Reign",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_84.png
539,Crabominable,Fighting,Stage 1,U,"CRE, Chilling Reign",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_85.png
540,Rhyhorn,Fighting,Basic,C,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_96.png
541,Rhyperior,Fighting,Stage 2,R,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_99.png
542,Baltoy,Fighting,Basic,C,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_101.png
543,Rockruff,Fighting,Basic,C,"VIV, Vivid Voltage",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_94.png
544,Diglett,Fighting,Basic,C,"CRE, Chilling Reign",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_76.png
545,Wooper,Fighting,Basic,C,"VIV, Vivid Voltage",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_83.png
546,Clobbopus,Fighting,Basic,C,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_112.png
547,Rockruff,Fighting,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_89.png
548,Lycanroc,Fighting,Stage 1,U,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_90.png
549,Lycanroc,Fighting,Stage 1,R,"VIV, Vivid Voltage",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_95.png
550,Onix,Fighting,Basic,C,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_90.png
551,Slither Wing,Fighting,Basic,U,"PAR, Paradox Rift",SV,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_107.png
552,Nacli,Fighting,Basic,C,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_101.png
553,Garganacl,Fighting,Stage 2,R,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_104.png
554,Flamigo,Fighting,Basic,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_106.png
555,Gligar,Fighting,Basic,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_91.png
556,Gliscor,Fighting,Stage 1,U,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_92.png
557,Gible,Fighting,Basic,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_94.png
558,Klawf,Fighting,Basic,U,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_105.png
559,Golett,Fighting,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_87.png
560,Golurk,Fighting,Stage 1,U,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_88.png
561,Great Tusk,Fighting,Basic,U,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_96.png
562,Kleavor,Fighting,Stage 1,R,"ASR, Astral Radiance",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH10/SWSH10_EN_85.png
563,Lucario,Fighting,Stage 1,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_114.png
564,Stonjourner,Fighting,Basic,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_121.png
565,Sandile,Fighting,Basic,C,"SVI, Scarlet & Violet",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_115.png
566,Mankey,Fighting,Basic,C,"FST, Fusion Strike",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH8/SWSH8_EN_133.png
567,Mankey,Fighting,Basic,C,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_107.png
568,Primeape,Fighting,Stage 1,C,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_108.png
569,Annihilape,Fighting,Stage 2,R,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_109.png
570,Mudbray,Fighting,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_91.png
571,Mudsdale,Fighting,Stage 1,U,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_92.png
572,Rolycoly,Fighting,Basic,C,"TEF, Temporal Forces",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_93.png
573,Relicanth,Fighting,Basic,R,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_84.png
574,Drilbur,Fighting,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_85.png
575,Excadrill,Fighting,Stage 1,U,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_86.png
576,Hisuian Arcanine,Fighting,Stage 1,R,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_100.png
577,Hisuian Arcanine,Fighting,Stage 1,R,"LOR, Lost Origin",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH11/SWSH11_EN_TG08.png
578,Hisuian Growlithe,Fighting,Basic,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_181.png
579,Clobbopus,Fighting,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_112.png
580,Grapploct,Fighting,Stage 1,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_113.png
581,Passimian,Fighting,Basic,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_111.png
582,Trapinch,Fighting,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_104.png
583,Flygon,Fighting,Stage 2,RR,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_106.png
584,Landorus,Fighting,Basic,R,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_110.png
585,Phanpy,Fighting,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_102.png
586,Excadrill,Fighting,Stage 1,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_86.png
587,Slither Wing,Fighting,Basic,U,"SFA, Shrouded Fable",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV6PT5/SV6PT5_EN_26.png
588,Crabrawler,Fighting,Basic,C,"SCR, Stellar Crown",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV07/SV07_EN_87.png
589,Nosepass,Fighting,Basic,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_101.png
590,Rhyhorn,Fighting,Basic,C,"SCR, Stellar Crown",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV07/SV07_EN_74.png
591,Glimmet,Fighting,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_114.png
592,Glimmet,Fighting,Basic,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_108.png
593,Timburr,Fighting,Basic,C,"TWM, Twilight Masquerade",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_103.png
594,Gurdurr,Fighting,Stage 1,C,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_104.png
595,Sandshrew,Fighting,Basic,C,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_97.png
596,Sandslash,Fighting,Stage 1,U,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_98.png
597,Hawlucha,Fighting,Basic,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_107.png
598,Koraidon,Fighting,Basic,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_116.png
599,Okidogi,Fighting,Basic,R,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_111.png
600,Lucario,Metal,Stage 1,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_126.png
601,Steelix,Metal,Stage 1,R,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_125.png
602,Meltan,Metal,Basic,C,"UNB, Unbroken Bonds",SM,8,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_128.png
603,Melmetal,Metal,Stage 1,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_129.png
604,Durant,Metal,Basic,C,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_128.png
605,Cobalion,Metal,Basic,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_129.png
606,Registeel,Metal,Basic,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_96.png
607,Solgaleo,Metal,Stage 2,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_99.png
608,Heatran,Metal,Basic,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_98.png
609,Kartana,Metal,Basic,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_101.png
610,Genesect,Metal,Basic,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_127.png
611,Magearna,Metal,Basic,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_131.png
612,Aron,Metal,Basic,C,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_123.png
613,Lairon,Metal,Stage 1,U,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_124.png
614,Aggron,Metal,Stage 2,R,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_125.png
615,Alolan Diglett,Metal,Basic,C,"LOT, Lost Thunder",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_122.png
616,Alolan Diglett,Metal,Basic,C,"UNB, Unbroken Bonds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_121.png
617,Alolan Dugtrio,Metal,Stage 1,U,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_123.png
618,Alolan Dugtrio,Metal,Stage 1,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_122.png
619,Jirachi,Metal,Basic,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_97.png
620,Beldum,Metal,Basic,C,"CES, Celestial Storm",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_93.png
621,Metang,Metal,Stage 1,U,"CES, Celestial Storm",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_94.png
622,Metagross,Metal,Stage 2,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_95.png
623,Beldum,Metal,Basic,C,"SIT, Silver Tempest",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH12/SWSH12_EN_117.png
624,Metang,Metal,Stage 1,C,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_114.png
625,Beldum,Metal,Basic,C,"TEF, Temporal Forces",SV,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_113.png
626,Dialga,Metal,Basic,R,"CEL, Celebrations",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/CEL/CEL_EN_20.png
627,Varoom,Metal,Basic,C,"PAF, Paldean Fates",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV4PT5/SV4PT5_EN_64.png
628,Varoom,Metal,Basic,C,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_140.png
629,Scizor ex,Metal,Stage 1,RR,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_111.png
